web-scraper-order,web-scraper-start-url,nama-resto,nama-resto-href,nama-makanan,harga-makanan,detail-makanan
"1520910700-3081","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Es jeruk peres jeruk manis","Rp. 0",""
"1520910700-2954","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Bubur ikan asin istimewa","Rp. 42,000",""
"1520910514-2487","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Sudirman Park","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-sudirman-park","Nasi Goreng","Rp. 27,500",""
"1520910823-3162","https://www.pumasera.com/content/restaurant","Raja Konro Daeng Naba","https://www.pumasera.com/content/restaurant/detail/raja-konro-daeng-naba","Sop Sum Sum Kaledo","Rp. 60,500",""
"1520910700-2859","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Sop ayam","Rp. 79,200",""
"1520910637-2776","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Kebon Jeruk","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-kebon-jeruk","Aneka Buah Potong","Rp. 13,200",""
"1520910264-1758","https://www.pumasera.com/content/restaurant","Sarimande Metropolitan","https://www.pumasera.com/content/restaurant/detail/sarimande-metropolitan","Nasi Bilis","Rp. 34,100",""
"1520909303-974","https://www.pumasera.com/content/restaurant","Warung Tekko","https://www.pumasera.com/content/restaurant/detail/warung-tekko","Nasi Merah","Rp. 8,800",""
"1520909960-1579","https://www.pumasera.com/content/restaurant","Sop Kaki Kambing Dudung Roxy","https://www.pumasera.com/content/restaurant/detail/sop-kaki-kambing-dudung-roxy","Sop Kaki Kambing","Rp. 65,000","per pax"
"1520910082-1676","https://www.pumasera.com/content/restaurant","Sop Buntut Ibu Samino","https://www.pumasera.com/content/restaurant/detail/sop-buntut-ibu-samino","Paket Nasi Pecel Komplit","Rp. 30,000","Nasi Putih, Pecel, Ayam Goreng, Telor, Tempe/Tahu, Krupuk, Sambal, Pisang"
"1520911312-3825","https://www.pumasera.com/content/restaurant","Otak Otak Ibu Elly Khas Makassar","https://www.pumasera.com/content/restaurant/detail/otak-otak-ibu-elly-khas-makassar","Kepiting Cabe garam","Rp. 160,000","Per Porsi"
"1520909303-972","https://www.pumasera.com/content/restaurant","Warung Tekko","https://www.pumasera.com/content/restaurant/detail/warung-tekko","Nasi Putih","Rp. 7,150",""
"1520910700-2965","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Beby buncis polos","Rp. 55,200",""
"1520909303-949","https://www.pumasera.com/content/restaurant","Warung Tekko","https://www.pumasera.com/content/restaurant/detail/warung-tekko","Kangkung Hot Plate Polos","Rp. 27,500",""
"1520911190-3643","https://www.pumasera.com/content/restaurant","Pang Garden","https://www.pumasera.com/content/restaurant/detail/pang-garden","Nasi Tim Ayam","Rp. 15,000",""
"1520910451-2131","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Udang Bumbu Pedas","Rp. 121,000","Reguler"
"1520909303-983","https://www.pumasera.com/content/restaurant","Warung Tekko","https://www.pumasera.com/content/restaurant/detail/warung-tekko","Telur Mata Sapi","Rp. 8,800",""
"1520910885-3312","https://www.pumasera.com/content/restaurant","Puput Chinese Food Setiabudi","https://www.pumasera.com/content/restaurant/detail/puput-chinese-food-setiabudi","Lumpia Udang Keju","Rp. 53,130",""
"1520910082-1674","https://www.pumasera.com/content/restaurant","Sop Buntut Ibu Samino","https://www.pumasera.com/content/restaurant/detail/sop-buntut-ibu-samino","Nasi Goreng Iga","Rp. 50,000",""
"1520910637-2790","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Kebon Jeruk","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-kebon-jeruk","Sate Ayam","Rp. 15,400","Per Porsi+Pondok"
"1520911312-3880","https://www.pumasera.com/content/restaurant","Otak Otak Ibu Elly Khas Makassar","https://www.pumasera.com/content/restaurant/detail/otak-otak-ibu-elly-khas-makassar","Pallu kaloa","Rp. 27,500","Per Porsi"
"1520910451-2225","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Pangsit Ikan","Rp. 66,000","10 Pcs"
"1520910387-2034","https://www.pumasera.com/content/restaurant","Sandwich Bakar Pesanggrahan","https://www.pumasera.com/content/restaurant/detail/sandwich-bakar-pesanggrahan","Lime Juice","Rp. 14,850",""
"1520910082-1699","https://www.pumasera.com/content/restaurant","Sop Buntut Ibu Samino","https://www.pumasera.com/content/restaurant/detail/sop-buntut-ibu-samino","Jus Nagasari","Rp. 18,000",""
"1520911007-3589","https://www.pumasera.com/content/restaurant","Pondok Mutiara 68","https://www.pumasera.com/content/restaurant/detail/pondok-mutiara-68","Juice Nanas","Rp. 15,400",""
"1520910637-2687","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Kebon Jeruk","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-kebon-jeruk","Gulai Kakap","Rp. 77,000",""
"1520911190-3671","https://www.pumasera.com/content/restaurant","Pang Garden","https://www.pumasera.com/content/restaurant/detail/pang-garden","Ifu Mie/Lo Mie Ayam","Rp. 23,000",""
"1520909321-1097","https://www.pumasera.com/content/restaurant","Warung Leko","https://www.pumasera.com/content/restaurant/detail/warung-leko","Ayam Bakar","Rp. 35,200",""
"1520910700-2869","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Ikan lindung masak asam manis","Rp. 72,000",""
"1520911190-3648","https://www.pumasera.com/content/restaurant","Pang Garden","https://www.pumasera.com/content/restaurant/detail/pang-garden","Adaan","Rp. 6,000",""
"1520910700-2839","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Ayam goreng  kecap","Rp. 72,000",""
"1520910451-2354","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Bistik Sapi","Rp. 13,200","Large"
"1520910264-1770","https://www.pumasera.com/content/restaurant","Sarimande Metropolitan","https://www.pumasera.com/content/restaurant/detail/sarimande-metropolitan","Nasi Ayam Pop+Telur","Rp. 34,650",""
"1520910514-2496","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Sudirman Park","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-sudirman-park","Paket Ayam Pop","Rp. 44,000","Nasi+Ayam Pop+Telor+Sayur+Lalap+Sambal+Pisang"
"1520910514-2556","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Sudirman Park","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-sudirman-park","Juice Sari Buah","Rp. 27,500",""
"1520910451-2377","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Angsio Tahu","Rp. 60,500","Reguler"
"1520910700-2944","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Kodok masak tahu tausi","Rp. 93,600",""
"1520911007-3555","https://www.pumasera.com/content/restaurant","Pondok Mutiara 68","https://www.pumasera.com/content/restaurant/detail/pondok-mutiara-68","Ikan Goreng Saos Padang / Tauco / Asem Manis","Rp. 13,750","Ons"
"1520910700-3019","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Bihun goreng kepiting","Rp. 60,000",""
"1520910823-3160","https://www.pumasera.com/content/restaurant","Raja Konro Daeng Naba","https://www.pumasera.com/content/restaurant/detail/raja-konro-daeng-naba","Coto Daging","Rp. 35,200",""
"1520910451-2174","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Kangkung Cah","Rp. 49,500","Large"
"1520909535-1306","https://www.pumasera.com/content/restaurant","Tinoor Makmur","https://www.pumasera.com/content/restaurant/detail/tinoor-makmur","RW","Rp. 60,000","Per Porsi"
"1520911312-3819","https://www.pumasera.com/content/restaurant","Otak Otak Ibu Elly Khas Makassar","https://www.pumasera.com/content/restaurant/detail/otak-otak-ibu-elly-khas-makassar","Cumi-Cumi Saus Mentega","Rp. 38,000","Per Porsi"
"1520910451-2374","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Mun Tahu","Rp. 82,500","Large"
"1520910885-3333","https://www.pumasera.com/content/restaurant","Puput Chinese Food Setiabudi","https://www.pumasera.com/content/restaurant/detail/puput-chinese-food-setiabudi","Ikan Gurame Saos Thai","Rp. 87,780",""
"1520910020-1590","https://www.pumasera.com/content/restaurant","Sop Buntut Mangga Besar","https://www.pumasera.com/content/restaurant/detail/sop-buntut-mangga-besar","Perkedel","Rp. 6,000",""
"1520910264-1789","https://www.pumasera.com/content/restaurant","Sarimande Metropolitan","https://www.pumasera.com/content/restaurant/detail/sarimande-metropolitan","Ikan Mas Bakar/Gulai","Rp. 18,700",""
"1520910700-2838","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Ayam goreng mentega","Rp. 72,000",""
"1520910637-2786","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Kebon Jeruk","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-kebon-jeruk","Kerupuk Emping","Rp. 5,500","Per Box"
"1520910946-3468","https://www.pumasera.com/content/restaurant","Pondok Nasi Kebuli Ibu Hanna","https://www.pumasera.com/content/restaurant/detail/pondok-nasi-kebuli-ibu-hanna","Soto Tegal Kambing","Rp. 27,000",""
"1520910885-3292","https://www.pumasera.com/content/restaurant","Puput Chinese Food Setiabudi","https://www.pumasera.com/content/restaurant/detail/puput-chinese-food-setiabudi","Ayam Fillet Asam Manis","Rp. 51,975",""
"1520910700-2896","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Kakap kluyuk","Rp. 96,000",""
"1520910946-3464","https://www.pumasera.com/content/restaurant","Pondok Nasi Kebuli Ibu Hanna","https://www.pumasera.com/content/restaurant/detail/pondok-nasi-kebuli-ibu-hanna","Semur Kambing","Rp. 38,000",""
"1520910885-3448","https://www.pumasera.com/content/restaurant","Puput Chinese Food Setiabudi","https://www.pumasera.com/content/restaurant/detail/puput-chinese-food-setiabudi","Buah potong Semangka","Rp. 43,890",""
"1520910451-2194","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Puileng Cah Udang","Rp. 148,500","Large"
"1520911312-3877","https://www.pumasera.com/content/restaurant","Otak Otak Ibu Elly Khas Makassar","https://www.pumasera.com/content/restaurant/detail/otak-otak-ibu-elly-khas-makassar","Nasi goreng ikan asin","Rp. 27,500","Per Porsi"
"1520910823-3142","https://www.pumasera.com/content/restaurant","Raja Konro Daeng Naba","https://www.pumasera.com/content/restaurant/detail/raja-konro-daeng-naba","Sop Konro","Rp. 47,300","Small"
"1520910264-1743","https://www.pumasera.com/content/restaurant","Sarimande Metropolitan","https://www.pumasera.com/content/restaurant/detail/sarimande-metropolitan","Paket 4","Rp. 26,400","Nasi Putih,Ikan Bakar/Gulai/Balado,Gulai Nangka,Sayur Tumis,Teri Terong/Teri Tempe,Lalap,Sambal"
"1520910514-2469","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Sudirman Park","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-sudirman-park","Teri Terong Cabe Hijau","Rp. 16,500",""
"1520909658-1447","https://www.pumasera.com/content/restaurant","Teo Chew Palace","https://www.pumasera.com/content/restaurant/detail/teo-chew-palace","Tumis Ayam Pare Saus Kacang Hitam(S)","Rp. 75,075",""
"1520909658-1406","https://www.pumasera.com/content/restaurant","Teo Chew Palace","https://www.pumasera.com/content/restaurant/detail/teo-chew-palace","Kwetiao Goreng Kailan & Caipo(S)","Rp. 71,610",""
"1520910325-1900","https://www.pumasera.com/content/restaurant","Santap Malam Awong Pecenongan","https://www.pumasera.com/content/restaurant/detail/santap-malam-awong-pecenongan","Angsio Tahu Ayam","Rp. 45,000",""
"1520910885-3424","https://www.pumasera.com/content/restaurant","Puput Chinese Food Setiabudi","https://www.pumasera.com/content/restaurant/detail/puput-chinese-food-setiabudi","Milkshake Strawberry","Rp. 43,890",""
"1520910082-1700","https://www.pumasera.com/content/restaurant","Sop Buntut Ibu Samino","https://www.pumasera.com/content/restaurant/detail/sop-buntut-ibu-samino","Es Capuccino","Rp. 8,000",""
"1520911190-3741","https://www.pumasera.com/content/restaurant","Pang Garden","https://www.pumasera.com/content/restaurant/detail/pang-garden","Sapo Tahu Ayam","Rp. 30,000",""
"1520910264-1746","https://www.pumasera.com/content/restaurant","Sarimande Metropolitan","https://www.pumasera.com/content/restaurant/detail/sarimande-metropolitan","Paket 7","Rp. 46,200","Nasi Putih,Ayam Bakar/Gulai/Goreng,Rendang/Paru/Dendeng,Gulai Nangka,Sayur Tumis,Teri Terong/Teri Tempe,Lalap,Sambal"
"1520909474-1283","https://www.pumasera.com/content/restaurant","Tinoor Masakan Asli Manado","https://www.pumasera.com/content/restaurant/detail/tinoor-masakan-asli-manado","Biapong unti","Rp. 5,500",""
"1520909658-1450","https://www.pumasera.com/content/restaurant","Teo Chew Palace","https://www.pumasera.com/content/restaurant/detail/teo-chew-palace","Tumis Kodok Jahe & Bawang(S)","Rp. 94,710",""
"1520911190-3739","https://www.pumasera.com/content/restaurant","Pang Garden","https://www.pumasera.com/content/restaurant/detail/pang-garden","Nasi Goreng Ala Pang Garden","Rp. 25,000",""
"1520910451-2330","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Kodok Talas Kuah","Rp. 165,000","Large"
"1520910700-2927","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Angsio tahu ayam","Rp. 79,200",""
"1520911190-3691","https://www.pumasera.com/content/restaurant","Pang Garden","https://www.pumasera.com/content/restaurant/detail/pang-garden","Paket Ayam Kriuk","Rp. 21,000","Nasi Putih, Ayam Goreng Dada/Paha, Tahu&Tempe Goreng, Lalapan,Sambal, Bumbu Kriuuk"
"1520910264-1765","https://www.pumasera.com/content/restaurant","Sarimande Metropolitan","https://www.pumasera.com/content/restaurant/detail/sarimande-metropolitan","Nasi Paru","Rp. 24,750",""
"1520910451-2324","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Tiram Dadar","Rp. 104,500","Large"
"1520910451-2257","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Telur Ayam","Rp. 5,500","Pax"
"1520909321-1110","https://www.pumasera.com/content/restaurant","Warung Leko","https://www.pumasera.com/content/restaurant/detail/warung-leko","Sayur Asem","Rp. 17,600",""
"1520910082-1671","https://www.pumasera.com/content/restaurant","Sop Buntut Ibu Samino","https://www.pumasera.com/content/restaurant/detail/sop-buntut-ibu-samino","Nasi Goreng Ayam","Rp. 25,000",""
"1520910264-1809","https://www.pumasera.com/content/restaurant","Sarimande Metropolitan","https://www.pumasera.com/content/restaurant/detail/sarimande-metropolitan","Juice Jersi","Rp. 24,200","Jeruk+Sirsak"
"1520909535-1303","https://www.pumasera.com/content/restaurant","Tinoor Makmur","https://www.pumasera.com/content/restaurant/detail/tinoor-makmur","B2 Rica","Rp. 60,000","per porsi"
"1520909535-1307","https://www.pumasera.com/content/restaurant","Tinoor Makmur","https://www.pumasera.com/content/restaurant/detail/tinoor-makmur","B2 Toreh (musiman)","Rp. 60,000","Per Porsi"
"1520909535-1317","https://www.pumasera.com/content/restaurant","Tinoor Makmur","https://www.pumasera.com/content/restaurant/detail/tinoor-makmur","B2 Putar 1 Ekor (Pre-order)","Rp. 2,000,000","1 Ekor"
"1520910575-2667","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Satrio","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-satrio","Sayur Daun Singkong","Rp. 12,100",""
"1520911007-3545","https://www.pumasera.com/content/restaurant","Pondok Mutiara 68","https://www.pumasera.com/content/restaurant/detail/pondok-mutiara-68","Kerang Hijau Keong Nenek","Rp. 26,400","Porsi"
"1520910700-3067","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Kwetiau pangsit rebus","Rp. 39,600",""
"1520910451-2338","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Bistik Babi","Rp. 77,000","Reguler"
"1520909303-930","https://www.pumasera.com/content/restaurant","Warung Tekko","https://www.pumasera.com/content/restaurant/detail/warung-tekko","Ayam Goreng Special Tekko","Rp. 27,500",""
"1520909658-1432","https://www.pumasera.com/content/restaurant","Teo Chew Palace","https://www.pumasera.com/content/restaurant/detail/teo-chew-palace","Iga Babi Asam Manis(S)","Rp. 90,090",""
"1520910575-2653","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Satrio","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-satrio","Gulai Kepala Kakap","Rp. 88,000",""
"1520910082-1672","https://www.pumasera.com/content/restaurant","Sop Buntut Ibu Samino","https://www.pumasera.com/content/restaurant/detail/sop-buntut-ibu-samino","Nasi Goreng Daging","Rp. 45,000",""
"1520910637-2794","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Kebon Jeruk","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-kebon-jeruk","Lemang Tapai","Rp. 14,300","Per Porsi+Pondok"
"1520910325-1893","https://www.pumasera.com/content/restaurant","Santap Malam Awong Pecenongan","https://www.pumasera.com/content/restaurant/detail/santap-malam-awong-pecenongan","Kwetiau Siram","Rp. 35,000",""
"1520910451-2378","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Angsio Tahu","Rp. 82,500","Large"
"1520911128-3632","https://www.pumasera.com/content/restaurant","Pempek 18","https://www.pumasera.com/content/restaurant/detail/pempek-18","Rujak Mie","Rp. 26,000",""
"1520910700-2877","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Cumi cah cabe hijau","Rp. 93,600",""
"1520909658-1448","https://www.pumasera.com/content/restaurant","Teo Chew Palace","https://www.pumasera.com/content/restaurant/detail/teo-chew-palace","Tumis Ayam Kacang Mede Cabe Kering(S)","Rp. 75,075",""
"1520911190-3757","https://www.pumasera.com/content/restaurant","Pang Garden","https://www.pumasera.com/content/restaurant/detail/pang-garden","Jamur Cah Seafood","Rp. 30,000",""
"1520909718-1504","https://www.pumasera.com/content/restaurant","Soto Mie Sarodja","https://www.pumasera.com/content/restaurant/detail/soto-mie-sarodja","Mie Bakso","Rp. 30,000","Bakso kuah dengan mie dan bihun"
"1520909658-1407","https://www.pumasera.com/content/restaurant","Teo Chew Palace","https://www.pumasera.com/content/restaurant/detail/teo-chew-palace","Kwetiao Goreng Udang Siram Telur(S)","Rp. 103,950",""
"1520911251-3772","https://www.pumasera.com/content/restaurant","Oto Bento","https://www.pumasera.com/content/restaurant/detail/oto-bento","Irrito 4","Rp. 21,000","Nasi+1 Ebi Furai+1 Spicy Chicken+1 Shrimp Roll+Salad"
"1520910514-2572","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Sudirman Park","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-sudirman-park","Juice Terong Belanda","Rp. 24,200",""
"1520910514-2491","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Sudirman Park","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-sudirman-park","Paket 2","Rp. 31,900","Nasi+Ayam+Sayur Nangka+Timun+Sambal+Pisang"
"1520910823-3186","https://www.pumasera.com/content/restaurant","Raja Konro Daeng Naba","https://www.pumasera.com/content/restaurant/detail/raja-konro-daeng-naba","Kerang Ijo Asam Manis","Rp. 35,750",""
"1520909899-1530","https://www.pumasera.com/content/restaurant","Soto Ambengan Pak Sadi","https://www.pumasera.com/content/restaurant/detail/soto-ambengan-pak-sadi","Soto Ayam Telor Muda Rongkong","Rp. 37,400",""
"1520910451-2192","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Cap Cai Cah","Rp. 93,500","Large"
"1520910451-2212","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Daging New Zealand","Rp. 93,500","Full"
"1520911007-3521","https://www.pumasera.com/content/restaurant","Pondok Mutiara 68","https://www.pumasera.com/content/restaurant/detail/pondok-mutiara-68","Cumi Saos Padang / Saos Tiram / Asam Manis","Rp. 39,600","Porsi"
"1520911190-3766","https://www.pumasera.com/content/restaurant","Pang Garden","https://www.pumasera.com/content/restaurant/detail/pang-garden","Paket A","Rp. 30,000","Nasi Putih+Ayam Kluyuk/Bistik Ayam+Capcay Goreng+Telur Balado+Tempe Orek+Kerupuk Udang+Sendok+Tisu"
"1520910514-2475","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Sudirman Park","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-sudirman-park","Ikan Nila Bakar","Rp. 33,000",""
"1520910082-1654","https://www.pumasera.com/content/restaurant","Sop Buntut Ibu Samino","https://www.pumasera.com/content/restaurant/detail/sop-buntut-ibu-samino","Nasi Gudeg Ayam","Rp. 24,000",""
"1520910885-3346","https://www.pumasera.com/content/restaurant","Puput Chinese Food Setiabudi","https://www.pumasera.com/content/restaurant/detail/puput-chinese-food-setiabudi","Sop Asparagus Kepiting","Rp. 50,820",""
"1520909303-1020","https://www.pumasera.com/content/restaurant","Warung Tekko","https://www.pumasera.com/content/restaurant/detail/warung-tekko","Es Mangga Kelapa Cincau","Rp. 20,900",""
"1520909658-1495","https://www.pumasera.com/content/restaurant","Teo Chew Palace","https://www.pumasera.com/content/restaurant/detail/teo-chew-palace","Agar-Agar Kopi (porsi)","Rp. 32,340",""
"1520909321-1152","https://www.pumasera.com/content/restaurant","Warung Leko","https://www.pumasera.com/content/restaurant/detail/warung-leko","Air Mineral","Rp. 8,800",""
"1520910082-1689","https://www.pumasera.com/content/restaurant","Sop Buntut Ibu Samino","https://www.pumasera.com/content/restaurant/detail/sop-buntut-ibu-samino","Paket Nasi Bebek Bakar","Rp. 37,000","Nasi putih,Bebek Bakar, Sambal, Lalapan, Pisang, Krupuk, Tumis Kacang, Tahu/tempe"
"1520910885-3283","https://www.pumasera.com/content/restaurant","Puput Chinese Food Setiabudi","https://www.pumasera.com/content/restaurant/detail/puput-chinese-food-setiabudi","Paket 2","Rp. 38,500","Nasi Putih, Ayam Kuluyuk, Tahu Garem Cabe, PuYungHai (Minimum Order 10 )"
"1520910823-3202","https://www.pumasera.com/content/restaurant","Raja Konro Daeng Naba","https://www.pumasera.com/content/restaurant/detail/raja-konro-daeng-naba","Udang Goreng Asam Manis","Rp. 60,500",""
"1520910451-2226","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Stik Kepiting","Rp. 44,000","10 Pcs"
"1520911312-3856","https://www.pumasera.com/content/restaurant","Otak Otak Ibu Elly Khas Makassar","https://www.pumasera.com/content/restaurant/detail/otak-otak-ibu-elly-khas-makassar","Kerang Hijau Rebus","Rp. 20,000","Per Porsi"
"1520910082-1696","https://www.pumasera.com/content/restaurant","Sop Buntut Ibu Samino","https://www.pumasera.com/content/restaurant/detail/sop-buntut-ibu-samino","Jus Jambu","Rp. 11,000",""
"1520909899-1557","https://www.pumasera.com/content/restaurant","Soto Ambengan Pak Sadi","https://www.pumasera.com/content/restaurant/detail/soto-ambengan-pak-sadi","Juice Melon","Rp. 17,600",""
"1520909658-1439","https://www.pumasera.com/content/restaurant","Teo Chew Palace","https://www.pumasera.com/content/restaurant/detail/teo-chew-palace","Babi Asam Manis Cuka Hitam(S)","Rp. 78,540",""
"1520909348-1177","https://www.pumasera.com/content/restaurant","Warung Bejo","https://www.pumasera.com/content/restaurant/detail/warung-bejo","AYAM GORENG / BAKAR / PENYET","Rp. 15,000",""
"1520910823-3192","https://www.pumasera.com/content/restaurant","Raja Konro Daeng Naba","https://www.pumasera.com/content/restaurant/detail/raja-konro-daeng-naba","Kerang Dara Lada Hitam","Rp. 35,750",""
"1520910514-2483","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Sudirman Park","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-sudirman-park","Soto Padang","Rp. 22,000",""
"1520909960-1582","https://www.pumasera.com/content/restaurant","Sop Kaki Kambing Dudung Roxy","https://www.pumasera.com/content/restaurant/detail/sop-kaki-kambing-dudung-roxy","Biaya Catering 200 Pax","Rp. 400,000","Per acara"
"1520911312-3815","https://www.pumasera.com/content/restaurant","Otak Otak Ibu Elly Khas Makassar","https://www.pumasera.com/content/restaurant/detail/otak-otak-ibu-elly-khas-makassar","Kue/KatambaGoreng kering","Rp. 12,000","Per ons"
"1520910823-3207","https://www.pumasera.com/content/restaurant","Raja Konro Daeng Naba","https://www.pumasera.com/content/restaurant/detail/raja-konro-daeng-naba","Cumi Bakar Biasa","Rp. 66,000",""
"1520910575-2625","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Satrio","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-satrio","Nasi + Dendeng","Rp. 25,300",""
"1520910637-2700","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Kebon Jeruk","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-kebon-jeruk","Paru Goreng","Rp. 18,700",""
"1520911007-3556","https://www.pumasera.com/content/restaurant","Pondok Mutiara 68","https://www.pumasera.com/content/restaurant/detail/pondok-mutiara-68","Ikan Bakar Sambal Mangga","Rp. 14,850","Ons"
"1520909899-1532","https://www.pumasera.com/content/restaurant","Soto Ambengan Pak Sadi","https://www.pumasera.com/content/restaurant/detail/soto-ambengan-pak-sadi","Soto Ayam Jerohan Brutu","Rp. 37,400",""
"1520910514-2601","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Sudirman Park","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-sudirman-park","Sprite Kaleng","Rp. 11,000",""
"1520910700-3051","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Ifumie goreng polos","Rp. 54,000",""
"1520910387-1986","https://www.pumasera.com/content/restaurant","Sandwich Bakar Pesanggrahan","https://www.pumasera.com/content/restaurant/detail/sandwich-bakar-pesanggrahan","Mix Jam (Max 3)","Rp. 16,500",""
