web-scraper-order,web-scraper-start-url,nama-resto,nama-resto-href,nama-makanan,harga-makanan,detail-makanan
"1520910946-3489","https://www.pumasera.com/content/restaurant","Pondok Nasi Kebuli Ibu Hanna","https://www.pumasera.com/content/restaurant/detail/pondok-nasi-kebuli-ibu-hanna","Roti Maryam Susu Keju","Rp. 12,000",""
"1520909658-1499","https://www.pumasera.com/content/restaurant","Teo Chew Palace","https://www.pumasera.com/content/restaurant/detail/teo-chew-palace","Qui Ling kao","Rp. 36,960",""
"1520910700-2958","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Bubur ayam istimewa","Rp. 33,600",""
"1520910451-2282","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Bubur Babi","Rp. 22,000","Pax"
"1520909303-1025","https://www.pumasera.com/content/restaurant","Warung Tekko","https://www.pumasera.com/content/restaurant/detail/warung-tekko","Kelapa Muda","Rp. 16,500",""
"1520911251-3785","https://www.pumasera.com/content/restaurant","Oto Bento","https://www.pumasera.com/content/restaurant/detail/oto-bento","Chicken Yakiniku","Rp. 25,000","Chicken Yakiniku 1 Porsi & Salad"
"1520909321-1059","https://www.pumasera.com/content/restaurant","Warung Leko","https://www.pumasera.com/content/restaurant/detail/warung-leko","Ayam Goreng","Rp. 23,100","Tidak Pedas, Sedang, Pedas, Super Pedas"
"1520911312-3852","https://www.pumasera.com/content/restaurant","Otak Otak Ibu Elly Khas Makassar","https://www.pumasera.com/content/restaurant/detail/otak-otak-ibu-elly-khas-makassar","Ikan Patin Saus thailand","Rp. 10,000","Per Porsi"
"1520910514-2434","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Sudirman Park","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-sudirman-park","Gulai Otak","Rp. 18,700",""
"1520910885-3293","https://www.pumasera.com/content/restaurant","Puput Chinese Food Setiabudi","https://www.pumasera.com/content/restaurant/detail/puput-chinese-food-setiabudi","Ayam Goreng Mentega","Rp. 51,975",""
"1520910885-3428","https://www.pumasera.com/content/restaurant","Puput Chinese Food Setiabudi","https://www.pumasera.com/content/restaurant/detail/puput-chinese-food-setiabudi","Ice Kelapa Muda+Orange","Rp. 48,510",""
"1520909303-1010","https://www.pumasera.com/content/restaurant","Warung Tekko","https://www.pumasera.com/content/restaurant/detail/warung-tekko","Juice Jeruk Wortel","Rp. 20,900",""
"1520910700-2841","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Ayam lapis jamur","Rp. 90,000",""
"1520910946-3486","https://www.pumasera.com/content/restaurant","Pondok Nasi Kebuli Ibu Hanna","https://www.pumasera.com/content/restaurant/detail/pondok-nasi-kebuli-ibu-hanna","Samosa","Rp. 6,000",""
"1520910451-2173","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Kangkung Cah","Rp. 33,000","Reguler"
"1520910082-1698","https://www.pumasera.com/content/restaurant","Sop Buntut Ibu Samino","https://www.pumasera.com/content/restaurant/detail/sop-buntut-ibu-samino","Jus Strawberry","Rp. 11,000",""
"1520909658-1500","https://www.pumasera.com/content/restaurant","Teo Chew Palace","https://www.pumasera.com/content/restaurant/detail/teo-chew-palace","Ice Cream Nasi Ketan Merah","Rp. 40,425",""
"1520910700-3108","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Juice pepaya","Rp. 0",""
"1520911190-3686","https://www.pumasera.com/content/restaurant","Pang Garden","https://www.pumasera.com/content/restaurant/detail/pang-garden","Kailan Cah Polos","Rp. 19,000",""
"1520910451-2066","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Ikan Kakap Sayur Asin Kuah","Rp. 88,000","Reguler"
"1520910885-3288","https://www.pumasera.com/content/restaurant","Puput Chinese Food Setiabudi","https://www.pumasera.com/content/restaurant/detail/puput-chinese-food-setiabudi","Ayam Goreng Bumbu","Rp. 51,975",""
"1520910451-2230","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Baso Udang","Rp. 77,000","10 Pcs"
"1520911251-3799","https://www.pumasera.com/content/restaurant","Oto Bento","https://www.pumasera.com/content/restaurant/detail/oto-bento","Nasi Putih","Rp. 5,000",""
"1520910451-2275","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Tahu Merah Hu Cu","Rp. 5,500","Pax"
"1520910387-1999","https://www.pumasera.com/content/restaurant","Sandwich Bakar Pesanggrahan","https://www.pumasera.com/content/restaurant/detail/sandwich-bakar-pesanggrahan","Mushroom Soup","Rp. 24,750",""
"1520910325-1882","https://www.pumasera.com/content/restaurant","Santap Malam Awong Pecenongan","https://www.pumasera.com/content/restaurant/detail/santap-malam-awong-pecenongan","Bistik Sapi","Rp. 50,000",""
"1520910700-3008","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Sapi cah brokoli","Rp. 96,000",""
"1520910451-2332","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Mun Kodok","Rp. 148,500","Large"
"1520911067-3597","https://www.pumasera.com/content/restaurant","Pempek Pak Raden","https://www.pumasera.com/content/restaurant/detail/pempek-pak-raden","Pempek Kapal Selam","Rp. 22,000",""
"1520909303-939","https://www.pumasera.com/content/restaurant","Warung Tekko","https://www.pumasera.com/content/restaurant/detail/warung-tekko","Ikan Nila Goreng","Rp. 34,100",""
"1520910325-1906","https://www.pumasera.com/content/restaurant","Santap Malam Awong Pecenongan","https://www.pumasera.com/content/restaurant/detail/santap-malam-awong-pecenongan","Nasi Goreng Biasa","Rp. 33,000",""
"1520910387-1973","https://www.pumasera.com/content/restaurant","Sandwich Bakar Pesanggrahan","https://www.pumasera.com/content/restaurant/detail/sandwich-bakar-pesanggrahan","Cheese","Rp. 11,000","Large"
"1520911190-3657","https://www.pumasera.com/content/restaurant","Pang Garden","https://www.pumasera.com/content/restaurant/detail/pang-garden","Nasi + Cumi Asem Manis","Rp. 23,000","Bonus: Capcay+Teh/Es Teh/Aqua Gelas"
"1520910387-1959","https://www.pumasera.com/content/restaurant","Sandwich Bakar Pesanggrahan","https://www.pumasera.com/content/restaurant/detail/sandwich-bakar-pesanggrahan","Tuna Crispy","Rp. 44,000","Large"
"1520910082-1635","https://www.pumasera.com/content/restaurant","Sop Buntut Ibu Samino","https://www.pumasera.com/content/restaurant/detail/sop-buntut-ibu-samino","Soto Ayam Kampung+Nasi","Rp. 25,000",""
"1520910325-1896","https://www.pumasera.com/content/restaurant","Santap Malam Awong Pecenongan","https://www.pumasera.com/content/restaurant/detail/santap-malam-awong-pecenongan","Lapis Udang","Rp. 50,000",""
"1520910514-2581","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Sudirman Park","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-sudirman-park","Teh Susu","Rp. 13,200",""
"1520910823-3187","https://www.pumasera.com/content/restaurant","Raja Konro Daeng Naba","https://www.pumasera.com/content/restaurant/detail/raja-konro-daeng-naba","Kerang Ijo Saos Padang","Rp. 35,750",""
"1520910700-2836","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Ayam lada hitam","Rp. 90,000",""
"1520909960-1570","https://www.pumasera.com/content/restaurant","Sop Kaki Kambing Dudung Roxy","https://www.pumasera.com/content/restaurant/detail/sop-kaki-kambing-dudung-roxy","Paru","Rp. 11,000",""
"1520910700-2834","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Nasi putih piring/mangkok","Rp. 10,800",""
"1520910451-2358","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Sapi Jahe","Rp. 137,500","Large"
"1520910514-2550","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Sudirman Park","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-sudirman-park","Kambing Guling","Rp. 3,300,000",""
"1520909303-947","https://www.pumasera.com/content/restaurant","Warung Tekko","https://www.pumasera.com/content/restaurant/detail/warung-tekko","Pindang Dori","Rp. 64,900",""
"1520910451-2218","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Daging Ayam","Rp. 27,500","Pax"
"1520909321-1086","https://www.pumasera.com/content/restaurant","Warung Leko","https://www.pumasera.com/content/restaurant/detail/warung-leko","Cumi Goreng Tepung","Rp. 48,400",""
"1520909535-1316","https://www.pumasera.com/content/restaurant","Tinoor Makmur","https://www.pumasera.com/content/restaurant/detail/tinoor-makmur","Sate B2 Pedas","Rp. 6,000","Per Tusuk"
"1520910823-3246","https://www.pumasera.com/content/restaurant","Raja Konro Daeng Naba","https://www.pumasera.com/content/restaurant/detail/raja-konro-daeng-naba","Es Jeruk Nipis","Rp. 19,250",""
"1520909414-1199","https://www.pumasera.com/content/restaurant","Warteg Warmo","https://www.pumasera.com/content/restaurant/detail/warteg-warmo","Ayam rica-rica","Rp. 14,000",""
"1520910700-2880","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Kepiting saos tiram","Rp. 126,000",""
"1520909414-1246","https://www.pumasera.com/content/restaurant","Warteg Warmo","https://www.pumasera.com/content/restaurant/detail/warteg-warmo","Tahu/tempe opor","Rp. 1,000",""
"1520910202-1731","https://www.pumasera.com/content/restaurant","Sate Babi Johan","https://www.pumasera.com/content/restaurant/detail/sate-babi-johan","Sate Usus","Rp. 7,000","per tusuk"
"1520909535-1292","https://www.pumasera.com/content/restaurant","Tinoor Makmur","https://www.pumasera.com/content/restaurant/detail/tinoor-makmur","Tude Bakar","Rp. 60,000",""
"1520910700-2862","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Ikan gurame asam manis besar","Rp. 144,000",""
"1520910885-3391","https://www.pumasera.com/content/restaurant","Puput Chinese Food Setiabudi","https://www.pumasera.com/content/restaurant/detail/puput-chinese-food-setiabudi","Nasi Goreng Tom Yum","Rp. 43,890",""
"1520911007-3529","https://www.pumasera.com/content/restaurant","Pondok Mutiara 68","https://www.pumasera.com/content/restaurant/detail/pondok-mutiara-68","Udang Galah","Rp. 30,250","Ons"
"1520910264-1774","https://www.pumasera.com/content/restaurant","Sarimande Metropolitan","https://www.pumasera.com/content/restaurant/detail/sarimande-metropolitan","Nasi Putih (Box)","Rp. 10,450",""
"1520909321-1062","https://www.pumasera.com/content/restaurant","Warung Leko","https://www.pumasera.com/content/restaurant/detail/warung-leko","Baso Sapi","Rp. 25,300","Tidak Pedas, Sedang, Pedas, Super Pedas"
"1520910700-3102","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Juice belimbing(musiman)","Rp. 0",""
"1520910387-1993","https://www.pumasera.com/content/restaurant","Sandwich Bakar Pesanggrahan","https://www.pumasera.com/content/restaurant/detail/sandwich-bakar-pesanggrahan","Sandwich Bakar Burger","Rp. 38,500",""
"1520910082-1668","https://www.pumasera.com/content/restaurant","Sop Buntut Ibu Samino","https://www.pumasera.com/content/restaurant/detail/sop-buntut-ibu-samino","Tumis Toge","Rp. 15,000",""
"1520910082-1631","https://www.pumasera.com/content/restaurant","Sop Buntut Ibu Samino","https://www.pumasera.com/content/restaurant/detail/sop-buntut-ibu-samino","Tahu Penyet+Nasi","Rp. 17,000",""
"1520909778-1511","https://www.pumasera.com/content/restaurant","Soto Betawi Maruf Express","https://www.pumasera.com/content/restaurant/detail/soto-betawi-maruf-express","Paket Express","Rp. 30,000","Soto Betawi, Nasi & peralatan makan"
"1520910514-2484","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Sudirman Park","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-sudirman-park","Sop Iga Sapi","Rp. 25,300",""
"1520909658-1422","https://www.pumasera.com/content/restaurant","Teo Chew Palace","https://www.pumasera.com/content/restaurant/detail/teo-chew-palace","Mie Hong Kong Goreng Kering Touge & Kecap Asin(S)","Rp. 60,060",""
"1520910264-1767","https://www.pumasera.com/content/restaurant","Sarimande Metropolitan","https://www.pumasera.com/content/restaurant/detail/sarimande-metropolitan","Nasi Ayam+Telur","Rp. 33,550",""
"1520910885-3434","https://www.pumasera.com/content/restaurant","Puput Chinese Food Setiabudi","https://www.pumasera.com/content/restaurant/detail/puput-chinese-food-setiabudi","Air Kelapa Hijau","Rp. 43,890",""
"1520910514-2498","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Sudirman Park","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-sudirman-park","Nasi Telor Dadar","Rp. 13,200",""
"1520910264-1800","https://www.pumasera.com/content/restaurant","Sarimande Metropolitan","https://www.pumasera.com/content/restaurant/detail/sarimande-metropolitan","Tumis Bunga Pepaya/Pucuk Labu","Rp. 14,300",""
"1520910451-2350","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Paikut Goreng","Rp. 115,500","Pax"
"1520909321-1107","https://www.pumasera.com/content/restaurant","Warung Leko","https://www.pumasera.com/content/restaurant/detail/warung-leko","Cah Taoge Babat","Rp. 29,700",""
"1520909321-1061","https://www.pumasera.com/content/restaurant","Warung Leko","https://www.pumasera.com/content/restaurant/detail/warung-leko","Bebek","Rp. 37,400","Tidak Pedas, Sedang, Pedas, Super Pedas"
"1520910082-1602","https://www.pumasera.com/content/restaurant","Sop Buntut Ibu Samino","https://www.pumasera.com/content/restaurant/detail/sop-buntut-ibu-samino","Sop Buntu Spesial Cabe Ijo + Nasi","Rp. 80,000",""
"1520910700-3003","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Sapi masak saos tiram","Rp. 96,000",""
"1520909535-1311","https://www.pumasera.com/content/restaurant","Tinoor Makmur","https://www.pumasera.com/content/restaurant/detail/tinoor-makmur","B2 Woku","Rp. 35,000","Per Porsi"
"1520910202-1739","https://www.pumasera.com/content/restaurant","Sate Babi Johan","https://www.pumasera.com/content/restaurant/detail/sate-babi-johan","Nasi Putih","Rp. 3,000","1/2 porsi"
"1520911190-3684","https://www.pumasera.com/content/restaurant","Pang Garden","https://www.pumasera.com/content/restaurant/detail/pang-garden","Cap Cay Cah Seafood","Rp. 26,000",""
"1520910264-1749","https://www.pumasera.com/content/restaurant","Sarimande Metropolitan","https://www.pumasera.com/content/restaurant/detail/sarimande-metropolitan","Teh Botol Kotak","Rp. 3,300",""
"1520910514-2532","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Sudirman Park","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-sudirman-park","Soto Padang","Rp. 22,000",""
"1520910451-2171","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Kuacai Cah","Rp. 33,000","Reguler"
"1520910761-3138","https://www.pumasera.com/content/restaurant","Rempa Manado","https://www.pumasera.com/content/restaurant/detail/rempa-manado","Paket Nasi Kuning","Rp. 32,500","Nasi Kuning+Cakalang Rabe Rica+Tempe Orek+Telur Rebus+Sambal Dabu-dabu"
"1520910700-2866","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Ikan gurame cah sayur asin","Rp. 0",""
"1520910637-2813","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Kebon Jeruk","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-kebon-jeruk","Es Doger","Rp. 770,000","Per Porsi+Pondok"
"1520910700-3013","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Bihun ayam kuah","Rp. 32,400",""
"1520910514-2480","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Sudirman Park","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-sudirman-park","Martabak Mesir Biasa","Rp. 33,000",""
"1520909321-1074","https://www.pumasera.com/content/restaurant","Warung Leko","https://www.pumasera.com/content/restaurant/detail/warung-leko","Empal","Rp. 29,700",""
"1520909658-1417","https://www.pumasera.com/content/restaurant","Teo Chew Palace","https://www.pumasera.com/content/restaurant/detail/teo-chew-palace","Bubur Babi Cincang Ikan Kering Ala Teo Chew(S)","Rp. 60,060",""
"1520910387-2028","https://www.pumasera.com/content/restaurant","Sandwich Bakar Pesanggrahan","https://www.pumasera.com/content/restaurant/detail/sandwich-bakar-pesanggrahan","Garlic Bread","Rp. 8,800",""
"1520910885-3367","https://www.pumasera.com/content/restaurant","Puput Chinese Food Setiabudi","https://www.pumasera.com/content/restaurant/detail/puput-chinese-food-setiabudi","Teratai Goreng","Rp. 45,045",""
"1520910387-2015","https://www.pumasera.com/content/restaurant","Sandwich Bakar Pesanggrahan","https://www.pumasera.com/content/restaurant/detail/sandwich-bakar-pesanggrahan","Green Curry Chicken","Rp. 38,500","Crispy Chiken Served With Green Curry And Rice"
"1520910885-3344","https://www.pumasera.com/content/restaurant","Puput Chinese Food Setiabudi","https://www.pumasera.com/content/restaurant/detail/puput-chinese-food-setiabudi","Sop Ayam Kampung (Vietnam)","Rp. 50,820",""
"1520910325-1942","https://www.pumasera.com/content/restaurant","Santap Malam Awong Pecenongan","https://www.pumasera.com/content/restaurant/detail/santap-malam-awong-pecenongan","Bihun Masak Rebus","Rp. 35,000",""
"1520909303-914","https://www.pumasera.com/content/restaurant","Warung Tekko","https://www.pumasera.com/content/restaurant/detail/warung-tekko","Otot Sup","Rp. 50,600",""
"1520910142-1726","https://www.pumasera.com/content/restaurant","Sheik Kebab","https://www.pumasera.com/content/restaurant/detail/sheik-kebab","Kebab Jumbo + Chesse","Rp. 19,000",""
"1520909960-1568","https://www.pumasera.com/content/restaurant","Sop Kaki Kambing Dudung Roxy","https://www.pumasera.com/content/restaurant/detail/sop-kaki-kambing-dudung-roxy","Mata","Rp. 11,000",""
"1520909658-1433","https://www.pumasera.com/content/restaurant","Teo Chew Palace","https://www.pumasera.com/content/restaurant/detail/teo-chew-palace","Iga Babi Bawang Putih Goreng & Jus Jeruk Nipis(S)","Rp. 117,810",""
"1520910514-2451","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Sudirman Park","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-sudirman-park","Ikan Bawal Bakar","Rp. 24,200",""
"1520910700-2982","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Toge cah tahu ikan asin","Rp. 60,000",""
"1520911007-3526","https://www.pumasera.com/content/restaurant","Pondok Mutiara 68","https://www.pumasera.com/content/restaurant/detail/pondok-mutiara-68","Udang Saos Padang / Goreng Mentega / Telor Asin","Rp. 41,250","Porsi"
"1520910700-3065","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Kwetiau baso pangsit rebus/goreng","Rp. 45,600",""
"1520909414-1249","https://www.pumasera.com/content/restaurant","Warteg Warmo","https://www.pumasera.com/content/restaurant/detail/warteg-warmo","Semur jengkol","Rp. 7,000",""
"1520910700-2853","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Ayam masak kecap pete","Rp. 86,400",""
"1520911128-3626","https://www.pumasera.com/content/restaurant","Pempek 18","https://www.pumasera.com/content/restaurant/detail/pempek-18","Tekwan","Rp. 20,000",""
"1520910451-2269","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Ayam Rebus","Rp. 99,000","Half"
"1520910514-2540","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Sudirman Park","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-sudirman-park","Tekwan","Rp. 19,800",""
"1520910823-3183","https://www.pumasera.com/content/restaurant","Raja Konro Daeng Naba","https://www.pumasera.com/content/restaurant/detail/raja-konro-daeng-naba","Gurame","Rp. 22,000","Per Ons"
"1520909535-1295","https://www.pumasera.com/content/restaurant","Tinoor Makmur","https://www.pumasera.com/content/restaurant/detail/tinoor-makmur","Ayam Rica","Rp. 30,000",""
"1520910387-1971","https://www.pumasera.com/content/restaurant","Sandwich Bakar Pesanggrahan","https://www.pumasera.com/content/restaurant/detail/sandwich-bakar-pesanggrahan","Wheat Bread","Rp. 2,750","Large"
"1520910387-2039","https://www.pumasera.com/content/restaurant","Sandwich Bakar Pesanggrahan","https://www.pumasera.com/content/restaurant/detail/sandwich-bakar-pesanggrahan","Yogurt","Rp. 30,250","Plain/Strawberry"
"1520909658-1382","https://www.pumasera.com/content/restaurant","Teo Chew Palace","https://www.pumasera.com/content/restaurant/detail/teo-chew-palace","Sup Ayam American Ginseng","Rp. 75,075",""
"1520910082-1692","https://www.pumasera.com/content/restaurant","Sop Buntut Ibu Samino","https://www.pumasera.com/content/restaurant/detail/sop-buntut-ibu-samino","Lemon tea","Rp. 9,000",""
"1520911190-3647","https://www.pumasera.com/content/restaurant","Pang Garden","https://www.pumasera.com/content/restaurant/detail/pang-garden","Lenjeran","Rp. 6,000",""
"1520909348-1170","https://www.pumasera.com/content/restaurant","Warung Bejo","https://www.pumasera.com/content/restaurant/detail/warung-bejo","PAKET 7","Rp. 29,000","(NASI  , BEBEK  SAOS BARBEQUE , LALAP , SAMBAL )"
"1520910451-2325","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Tiram Cah Tausi","Rp. 77,000","Reguler"
"1520910325-1851","https://www.pumasera.com/content/restaurant","Santap Malam Awong Pecenongan","https://www.pumasera.com/content/restaurant/detail/santap-malam-awong-pecenongan","Hati Babi Cah Pare","Rp. 48,000",""
"1520909303-1026","https://www.pumasera.com/content/restaurant","Warung Tekko","https://www.pumasera.com/content/restaurant/detail/warung-tekko","Es kelapa cincau","Rp. 18,700",""
"1520910700-3077","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Telor ddar polos","Rp. 24,000",""
"1520909321-1118","https://www.pumasera.com/content/restaurant","Warung Leko","https://www.pumasera.com/content/restaurant/detail/warung-leko","Tahu Pyur","Rp. 31,900",""
"1520910823-3190","https://www.pumasera.com/content/restaurant","Raja Konro Daeng Naba","https://www.pumasera.com/content/restaurant/detail/raja-konro-daeng-naba","Kerang Dara Asam Manis","Rp. 35,750",""
"1520910575-2660","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Satrio","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-satrio","Sambal Goreng Jengkol","Rp. 20,900",""
"1520910946-3480","https://www.pumasera.com/content/restaurant","Pondok Nasi Kebuli Ibu Hanna","https://www.pumasera.com/content/restaurant/detail/pondok-nasi-kebuli-ibu-hanna","Kebuli Rendang Sapi","Rp. 38,000",""
"1520910325-1941","https://www.pumasera.com/content/restaurant","Santap Malam Awong Pecenongan","https://www.pumasera.com/content/restaurant/detail/santap-malam-awong-pecenongan","Bihun Goreng Biasa","Rp. 32,000",""
"1520910700-3063","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Kwetiau masak kuah","Rp. 66,000",""
"1520910700-3001","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Sapi masak cabe hijau","Rp. 96,000",""
"1520910637-2817","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Kebon Jeruk","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-kebon-jeruk","Paket 4/Orang","Rp. 52,800","Nasi+Udang Goreng Tepung+Ayam Goreng/Kecap+Rendang Daging/Paru+Gurame Kuah Kuning+Sop Kimlo+Puding+Snack+Kerupuk Udang+Buah-Buahan+Soft Drink+Set Piring+Perlengkapan/Service"
"1520909658-1380","https://www.pumasera.com/content/restaurant","Teo Chew Palace","https://www.pumasera.com/content/restaurant/detail/teo-chew-palace","Sup Apel Ikan Gabus","Rp. 71,610",""
"1520910700-2898","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Kakap sayur asin/kuah","Rp. 96,000",""
"1520910823-3147","https://www.pumasera.com/content/restaurant","Raja Konro Daeng Naba","https://www.pumasera.com/content/restaurant/detail/raja-konro-daeng-naba","Sop Konro Kare Makassar","Rp. 80,300","Normal"
"1520910451-2263","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Tahu Jepang Cah","Rp. 22,000","Pax"
"1520910514-2576","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Sudirman Park","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-sudirman-park","Juice Mix","Rp. 22,000",""
"1520909718-1503","https://www.pumasera.com/content/restaurant","Soto Mie Sarodja","https://www.pumasera.com/content/restaurant/detail/soto-mie-sarodja","Soto Mie","Rp. 35,000","Soto mie daging"
"1520910637-2798","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Kebon Jeruk","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-kebon-jeruk","Soto Betawi","Rp. 14,300","Per Porsi+Pondok"
"1520911190-3705","https://www.pumasera.com/content/restaurant","Pang Garden","https://www.pumasera.com/content/restaurant/detail/pang-garden","Sapi Kluyuk","Rp. 28,000",""
"1520909414-1240","https://www.pumasera.com/content/restaurant","Warteg Warmo","https://www.pumasera.com/content/restaurant/detail/warteg-warmo","Cumi balado","Rp. 11,000",""
"1520910637-2691","https://www.pumasera.com/content/restaurant","Restoran Padang Sederhana Kebon Jeruk","https://www.pumasera.com/content/restaurant/detail/restoran-padang-sederhana-kebon-jeruk","Ikan Kembung Bakar","Rp. 16,500",""
"1520910700-2907","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Udang goreng tepung","Rp. 105,600",""
"1520910451-2080","https://www.pumasera.com/content/restaurant","Restoran Tio Ciu Mangga Besar","https://www.pumasera.com/content/restaurant/detail/restoran-tio-ciu-mangga-besar","Pangsit Kuah","Rp. 107,800","Large"
"1520909535-1291","https://www.pumasera.com/content/restaurant","Tinoor Makmur","https://www.pumasera.com/content/restaurant/detail/tinoor-makmur","Cakalang Bakar","Rp. 60,000",""
"1520909303-920","https://www.pumasera.com/content/restaurant","Warung Tekko","https://www.pumasera.com/content/restaurant/detail/warung-tekko","Bakso Goreng","Rp. 25,300",""
"1520910700-3030","https://www.pumasera.com/content/restaurant","Resto Mandala","https://www.pumasera.com/content/restaurant/detail/resto-mandala","Mie ayam pangsit goreng","Rp. 39,600",""
