web-scraper-order,web-scraper-start-url,nama,harga,detail
"1520907528-376","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Bakmi Pangsit Kuah","Rp. 36,000",""
"1520907528-483","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Nasi Fu Yung Hai","Rp. 31,500",""
"1520907528-447","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Kwetiau Pangsit Goreng","Rp. 36,000",""
"1520907528-599","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Sop Asparagus Ayam Rajungan(L)","Rp. 50,000",""
"1520907528-597","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Sop Asparagus Ayam (L)","Rp. 50,000",""
"1520907528-495","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Nasi Kakap Cah Jamur","Rp. 35,000",""
"1520907528-620","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Liang Teh","Rp. 12,000",""
"1520907528-635","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Es Lemon Teh","Rp. 18,000",""
"1520907528-387","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Bakmi Ayam Cah Jamur","Rp. 40,000",""
"1520907528-448","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Kwetiau Swekiau Kuah","Rp. 36,000",""
"1520907528-560","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Nasi Goreng Kambing Kari","Rp. 35,000",""
"1520907528-469","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Swekiau Kuah (6 pcs)","Rp. 35,000",""
"1520907528-540","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Ikan Kakap Goreng Tepung","Rp. 55,000",""
"1520907528-480","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Topping Jamur","Rp. 7,000",""
"1520907528-462","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Kwetiau Ayam Spesial Naga","Rp. 28,500",""
"1520907528-458","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Kwetiau Siram","Rp. 44,000",""
"1520907528-654","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Jus Nangka","Rp. 22,000",""
"1520907528-593","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Sop Ayam (L)","Rp. 43,000",""
"1520907528-372","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Bakmi Ayam Jamur","Rp. 28,500",""
"1520907528-543","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Cumi Cah Telur Puyuh","Rp. 55,000",""
"1520907528-457","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Kwetiau Goreng Seafood","Rp. 46,000",""
"1520907528-394","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Bakmi Masak","Rp. 43,000",""
"1520907528-519","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Ikan Gurame Cah Tausi","Rp. 79,000",""
"1520907528-555","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Nasi Goreng Ikan Asin","Rp. 38,000",""
"1520907528-388","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Bakmi Cap Cay","Rp. 39,000",""
"1520907528-561","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Nasi Goreng Kambing Spesial","Rp. 36,000",""
"1520907528-407","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","I Fu Mie Seafood (L)","Rp. 50,000",""
"1520907528-579","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Tauge Cah Udang","Rp. 32,000",""
"1520907528-574","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Kangkung Cah Cumi","Rp. 45,000",""
"1520907528-465","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Kwetiau Ayam Telur Puyuh","Rp. 36,000",""
"1520907528-481","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Telur Spesial","Rp. 6,000",""
"1520907528-440","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Bihun Goreng","Rp. 40,000",""
"1520907528-633","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Es Rumput Laut","Rp. 17,000",""
"1520907528-392","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Bakmi Goreng Special","Rp. 43,000",""
"1520907528-386","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Bakmi Urat Sapi","Rp. 37,000",""
"1520907528-482","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Nasi Tim Ayam","Rp. 25,000",""
"1520907528-589","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Buncis Cah Ayam","Rp. 25,000",""
"1520907528-511","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Ayam Saos Tomat","Rp. 50,000",""
"1520907528-605","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Sop Jagung Ayam (L)","Rp. 50,000",""
"1520907528-406","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","I Fu Mie Seafood (S)","Rp. 40,000",""
"1520907528-576","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Kangkung Cah Sapi","Rp. 43,000",""
"1520907528-437","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Bihun Ayam Campur","Rp. 31,000",""
"1520907528-428","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Bihun Ayam Spesial Naga","Rp. 28,500",""
"1520907528-460","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Kwetiau Cah Daging Sapi","Rp. 50,000",""
"1520907528-636","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Es Markisa","Rp. 18,000",""
"1520907528-614","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Teh","Rp. 5,000",""
"1520907528-427","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Bakso Ikan (8 pcs)","Rp. 38,000",""
"1520907528-421","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Bakso Goreng (1 pcs)","Rp. 6,000",""
"1520907528-468","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Swekiau Kuah (3 pcs)","Rp. 20,000",""
"1520907528-446","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Kwetiau Pangsit Kuah","Rp. 36,000",""
"1520907528-452","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Kwetiau Capcay","Rp. 39,000",""
"1520907528-513","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Ayam Kuluyuk","Rp. 50,000",""
"1520907528-424","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Bakso Sapi (8 pcs)","Rp. 36,000",""
"1520907528-572","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Kangkung Cah Ayam","Rp. 39,000",""
"1520907528-624","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Lemon Squash","Rp. 22,000",""
"1520907528-559","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Nasi Goreng Kambing","Rp. 33,000",""
"1520907528-657","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Jus Tomat","Rp. 22,000",""
"1520907528-442","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Bihun Masak","Rp. 43,000",""
"1520907528-550","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Bubur Sapi","Rp. 32,000",""
"1520907528-625","https://www.pumasera.com/content/restaurant/detail/bakmi-naga","Markisa Kelapa","Rp. 25,000",""
