web-scraper-order,web-scraper-start-url,name,harga
"1520912594-523","https://www.pumasera.com/content/restaurant/detail/delicio","Tiger Roll Choco Cake Mini","Rp. 5,000"
"1520912594-573","https://www.pumasera.com/content/restaurant/detail/delicio","Pisang Sunpride","Rp. 6,000"
"1520912594-565","https://www.pumasera.com/content/restaurant/detail/delicio","Tahu Isi","Rp. 6,500"
"1520912594-542","https://www.pumasera.com/content/restaurant/detail/delicio","Raisin Snail Croissant Mini","Rp. 5,000"
"1520912594-569","https://www.pumasera.com/content/restaurant/detail/delicio","Aqua 600 ml","Rp. 6,000"
"1520912594-459","https://www.pumasera.com/content/restaurant/detail/delicio","Red Bean Roll Bread","Rp. 9,500"
"1520912594-468","https://www.pumasera.com/content/restaurant/detail/delicio","Fried Chicken Bread","Rp. 12,000"
"1520912594-535","https://www.pumasera.com/content/restaurant/detail/delicio","Peanut Butter Choco Croissant","Rp. 11,000"
"1520912594-466","https://www.pumasera.com/content/restaurant/detail/delicio","Nemo","Rp. 11,000"
"1520912594-540","https://www.pumasera.com/content/restaurant/detail/delicio","Choco Petit Croissant Mini","Rp. 5,000"
"1520912594-528","https://www.pumasera.com/content/restaurant/detail/delicio","Cheese Croissant","Rp. 11,000"
"1520912594-560","https://www.pumasera.com/content/restaurant/detail/delicio","Lemper Abon","Rp. 6,500"
"1520912594-557","https://www.pumasera.com/content/restaurant/detail/delicio","Sosis Solo","Rp. 6,500"
"1520912594-547","https://www.pumasera.com/content/restaurant/detail/delicio","Kroket Kentang","Rp. 6,500"
"1520912594-556","https://www.pumasera.com/content/restaurant/detail/delicio","Wajik","Rp. 5,500"
"1520912594-454","https://www.pumasera.com/content/restaurant/detail/delicio","Cheese Polo","Rp. 9,500"
"1520912594-568","https://www.pumasera.com/content/restaurant/detail/delicio","Aqua 330 ml","Rp. 3,000"
"1520912594-532","https://www.pumasera.com/content/restaurant/detail/delicio","Choco Snail Croissant","Rp. 11,000"
"1520912594-546","https://www.pumasera.com/content/restaurant/detail/delicio","Dadar Gulung","Rp. 5,500"
"1520912594-489","https://www.pumasera.com/content/restaurant/detail/delicio","Tasty Banana Choco","Rp. 5,500"
"1520912594-562","https://www.pumasera.com/content/restaurant/detail/delicio","Nagasari","Rp. 5,000"
"1520912594-530","https://www.pumasera.com/content/restaurant/detail/delicio","Chicken Curry Puff","Rp. 11,000"
"1520912594-476","https://www.pumasera.com/content/restaurant/detail/delicio","Choco Long Pastry","Rp. 5,000"
"1520912594-548","https://www.pumasera.com/content/restaurant/detail/delicio","Kue Bugis","Rp. 5,500"
"1520912594-520","https://www.pumasera.com/content/restaurant/detail/delicio","Swiss Roll Strawberry Slice Mini","Rp. 4,000"
"1520912594-498","https://www.pumasera.com/content/restaurant/detail/delicio","Hot Beef Bread","Rp. 5,500"
"1520912594-552","https://www.pumasera.com/content/restaurant/detail/delicio","Pastel","Rp. 6,000"
"1520912594-469","https://www.pumasera.com/content/restaurant/detail/delicio","Grandma Sandwich","Rp. 15,000"
"1520912594-442","https://www.pumasera.com/content/restaurant/detail/delicio","Long John Cheese Bun","Rp. 9,000"
"1520912594-482","https://www.pumasera.com/content/restaurant/detail/delicio","Kalosi Coffee","Rp. 4,500"
"1520912594-519","https://www.pumasera.com/content/restaurant/detail/delicio","Swiss Roll Strawberry Slice","Rp. 8,000"
"1520912594-501","https://www.pumasera.com/content/restaurant/detail/delicio","Tuna Special","Rp. 5,000"
"1520912594-527","https://www.pumasera.com/content/restaurant/detail/delicio","Beef Luncheon Croissant","Rp. 14,000"
"1520912594-570","https://www.pumasera.com/content/restaurant/detail/delicio","Teh Kotak Sosro 250 ml","Rp. 6,000"
"1520912594-555","https://www.pumasera.com/content/restaurant/detail/delicio","Risol Smoke Beef","Rp. 6,500"
"1520912594-457","https://www.pumasera.com/content/restaurant/detail/delicio","Sokhora Almond Delicio","Rp. 14,000"
"1520912594-502","https://www.pumasera.com/content/restaurant/detail/delicio","Cheese Mayonaise Bread","Rp. 5,000"
"1520912594-497","https://www.pumasera.com/content/restaurant/detail/delicio","Golden Cheese Bread","Rp. 6,000"
"1520912594-485","https://www.pumasera.com/content/restaurant/detail/delicio","Roti Nanas","Rp. 4,500"
"1520912594-533","https://www.pumasera.com/content/restaurant/detail/delicio","Danish Banana Custard","Rp. 15,000"
"1520912594-538","https://www.pumasera.com/content/restaurant/detail/delicio","Tuna Feuilette Puff","Rp. 13,500"
"1520912594-563","https://www.pumasera.com/content/restaurant/detail/delicio","Putu Ayu","Rp. 5,000"
"1520912594-472","https://www.pumasera.com/content/restaurant/detail/delicio","Tuna Special","Rp. 10,000"
"1520912594-492","https://www.pumasera.com/content/restaurant/detail/delicio","Bakso Ayam Mozzarella","Rp. 6,500"
"1520912594-491","https://www.pumasera.com/content/restaurant/detail/delicio","Red Bean Roll Bread","Rp. 4,500"
"1520912594-463","https://www.pumasera.com/content/restaurant/detail/delicio","Chicken Blackpepper Bun","Rp. 11,000"
"1520912594-441","https://www.pumasera.com/content/restaurant/detail/delicio","Kalosi Coffee","Rp. 8,000"
"1520912594-541","https://www.pumasera.com/content/restaurant/detail/delicio","Plain Croissant Mini","Rp. 4,000"
"1520912594-456","https://www.pumasera.com/content/restaurant/detail/delicio","Raisin Bread","Rp. 8,000"
"1520912594-572","https://www.pumasera.com/content/restaurant/detail/delicio","Kurma","Rp. 3,000"
"1520912594-500","https://www.pumasera.com/content/restaurant/detail/delicio","Smoke Beef Mozzarella","Rp. 6,000"
"1520912594-464","https://www.pumasera.com/content/restaurant/detail/delicio","Chicken Floss Spicy Bun","Rp. 10,000"
"1520912594-488","https://www.pumasera.com/content/restaurant/detail/delicio","Tasty Banana Cheese","Rp. 5,500"
"1520912594-543","https://www.pumasera.com/content/restaurant/detail/delicio","Sosis Puff Mini","Rp. 6,000"
"1520912594-515","https://www.pumasera.com/content/restaurant/detail/delicio","Green Bean Swiss Roll","Rp. 8,000"
"1520912594-536","https://www.pumasera.com/content/restaurant/detail/delicio","Plain Croissant","Rp. 8,500"
"1520912594-503","https://www.pumasera.com/content/restaurant/detail/delicio","Banana Cake Mini","Rp. 5,000"
"1520912594-571","https://www.pumasera.com/content/restaurant/detail/delicio","Jeruk","Rp. 5,000"
"1520912594-447","https://www.pumasera.com/content/restaurant/detail/delicio","Sesame Red Bean","Rp. 9,000"
"1520912594-524","https://www.pumasera.com/content/restaurant/detail/delicio","Tiger Roll Pandan Cake Mini","Rp. 5,000"
"1520912594-531","https://www.pumasera.com/content/restaurant/detail/delicio","Choco Petit Croissant","Rp. 11,000"
"1520912594-458","https://www.pumasera.com/content/restaurant/detail/delicio","Sisir Manis Buns","Rp. 9,500"
"1520912594-513","https://www.pumasera.com/content/restaurant/detail/delicio","Muffin Blueberry Mini","Rp. 5,000"
"1520912594-483","https://www.pumasera.com/content/restaurant/detail/delicio","Midori Pan","Rp. 4,500"
"1520912594-495","https://www.pumasera.com/content/restaurant/detail/delicio","Beef Teriyaki Bun","Rp. 5,500"
"1520912594-471","https://www.pumasera.com/content/restaurant/detail/delicio","Japan Pocked","Rp. 15,000"
"1520912594-475","https://www.pumasera.com/content/restaurant/detail/delicio","Cheese Polo","Rp. 5,500"
"1520912594-567","https://www.pumasera.com/content/restaurant/detail/delicio","Aqua 240 ml","Rp. 1,500"
"1520912594-455","https://www.pumasera.com/content/restaurant/detail/delicio","Coconut Raisin Bun","Rp. 8,000"
"1520912594-499","https://www.pumasera.com/content/restaurant/detail/delicio","Melted Cheese Bread","Rp. 5,000"
"1520912594-477","https://www.pumasera.com/content/restaurant/detail/delicio","Choco Soft Cheese","Rp. 5,000"
"1520912594-554","https://www.pumasera.com/content/restaurant/detail/delicio","Risol Sapi","Rp. 6,500"
"1520912594-566","https://www.pumasera.com/content/restaurant/detail/delicio","Tahu Baso","Rp. 6,500"
"1520912594-537","https://www.pumasera.com/content/restaurant/detail/delicio","Raisin Snail Croissant","Rp. 11,000"
"1520912594-559","https://www.pumasera.com/content/restaurant/detail/delicio","Martabak","Rp. 6,000"
"1520912594-564","https://www.pumasera.com/content/restaurant/detail/delicio","Panada","Rp. 6,500"
"1520912594-461","https://www.pumasera.com/content/restaurant/detail/delicio","Bakso Ayam Mozzarella","Rp. 10,000"
"1520912594-449","https://www.pumasera.com/content/restaurant/detail/delicio","Tasty Banana Choco","Rp. 9,000"
"1520912594-549","https://www.pumasera.com/content/restaurant/detail/delicio","Kue Talam","Rp. 5,500"
"1520912594-481","https://www.pumasera.com/content/restaurant/detail/delicio","Japanese Choco","Rp. 4,500"
"1520912594-539","https://www.pumasera.com/content/restaurant/detail/delicio","Cheese Croissant Mini","Rp. 5,000"
"1520912594-444","https://www.pumasera.com/content/restaurant/detail/delicio","Melted Cheese Bread","Rp. 8,500"
"1520912594-440","https://www.pumasera.com/content/restaurant/detail/delicio","Double Choco Buns","Rp. 9,500"
"1520912594-473","https://www.pumasera.com/content/restaurant/detail/delicio","Almond Taro Bread","Rp. 4,500"
"1520912594-553","https://www.pumasera.com/content/restaurant/detail/delicio","Risol Ayam","Rp. 6,500"
"1520912594-526","https://www.pumasera.com/content/restaurant/detail/delicio","Apple Turn Over Puff","Rp. 13,500"
"1520912594-493","https://www.pumasera.com/content/restaurant/detail/delicio","Beef Floss Bread","Rp. 6,500"
"1520912594-496","https://www.pumasera.com/content/restaurant/detail/delicio","Chicken Floss","Rp. 5,500"
"1520912594-437","https://www.pumasera.com/content/restaurant/detail/delicio","Black Forrest Bun","Rp. 9,500"
"1520912594-438","https://www.pumasera.com/content/restaurant/detail/delicio","Choco Soft Cheese","Rp. 9,000"
"1520912594-504","https://www.pumasera.com/content/restaurant/detail/delicio","Brownies Cake Mini","Rp. 5,000"
"1520912594-518","https://www.pumasera.com/content/restaurant/detail/delicio","Meat & Cheese Roll Cake Mini","Rp. 5,500"
"1520912594-521","https://www.pumasera.com/content/restaurant/detail/delicio","Swiss Roll Vanilla Slice","Rp. 8,000"
"1520912594-544","https://www.pumasera.com/content/restaurant/detail/delicio","Arem - Arem","Rp. 6,500"
"1520912594-561","https://www.pumasera.com/content/restaurant/detail/delicio","Kacang Medan","Rp. 4,000"
"1520912594-452","https://www.pumasera.com/content/restaurant/detail/delicio","Roti Nanas","Rp. 8,500"
"1520912594-467","https://www.pumasera.com/content/restaurant/detail/delicio","Whole Meal Sausage Bun","Rp. 10,000"
"1520912594-494","https://www.pumasera.com/content/restaurant/detail/delicio","Beef Sandwich Mini","Rp. 5,000"
"1520912594-479","https://www.pumasera.com/content/restaurant/detail/delicio","Double Choco Bread","Rp. 5,000"
"1520912594-508","https://www.pumasera.com/content/restaurant/detail/delicio","Soes Choco Eclair","Rp. 6,500"
"1520912594-465","https://www.pumasera.com/content/restaurant/detail/delicio","Hot Beef Bread","Rp. 11,000"
"1520912594-507","https://www.pumasera.com/content/restaurant/detail/delicio","Soes Buah","Rp. 4,500"
"1520912594-509","https://www.pumasera.com/content/restaurant/detail/delicio","Soes Cake Mini","Rp. 4,500"
"1520912594-445","https://www.pumasera.com/content/restaurant/detail/delicio","Mocca Almond Bread","Rp. 9,000"
"1520912594-529","https://www.pumasera.com/content/restaurant/detail/delicio","Chicken Brastwust Puff","Rp. 14,500"
"1520912594-511","https://www.pumasera.com/content/restaurant/detail/delicio","Muffin Banana Mini","Rp. 5,000"
"1520912594-480","https://www.pumasera.com/content/restaurant/detail/delicio","Japan Red Bean","Rp. 4,500"
"1520912594-516","https://www.pumasera.com/content/restaurant/detail/delicio","Choco Wheel","Rp. 9,000"
"1520912594-460","https://www.pumasera.com/content/restaurant/detail/delicio","Taro Bun","Rp. 9,000"
"1520912594-534","https://www.pumasera.com/content/restaurant/detail/delicio","Kouign Amann","Rp. 10,000"
"1520912594-490","https://www.pumasera.com/content/restaurant/detail/delicio","Yuki Milk","Rp. 5,000"
"1520912594-450","https://www.pumasera.com/content/restaurant/detail/delicio","Yummy Srikaya Bun","Rp. 8,500"
"1520912594-550","https://www.pumasera.com/content/restaurant/detail/delicio","Lumpia","Rp. 6,500"
"1520912594-512","https://www.pumasera.com/content/restaurant/detail/delicio","Muffin Cheese Mini","Rp. 5,000"
"1520912594-470","https://www.pumasera.com/content/restaurant/detail/delicio","Hot Wagyu","Rp. 10,000"
"1520912594-514","https://www.pumasera.com/content/restaurant/detail/delicio","Red Bean Swiss Roll","Rp. 8,000"
"1520912594-453","https://www.pumasera.com/content/restaurant/detail/delicio","Blueberry Cream Cheese Bread","Rp. 14,000"
